species,decimalLatitude,decimalLongitude,eventDate,day,month,year
Lamproderma ovoideum,45.1153,5.612472,2021-04-26T15:04:00,26,4,2021
Lamproderma pseudomaculatum,58.560458,26.781423,2021-04-11T00:00:00,11,4,2021
Lamproderma arcyrioides,58.560458,26.781423,2021-04-11T00:00:00,11,4,2021
Lamproderma arcyrioides,61.271233,8.048555,2021-06-05T00:00:00,5,6,2021
Lamproderma arcyrioides,61.270849,7.962523,2021-06-03T00:00:00,3,6,2021
Lamproderma arcyrioides,61.273172,8.046569,2021-06-06T00:00:00,6,6,2021
Lamproderma arcyrioides,61.271026,8.051977,2021-06-04T00:00:00,4,6,2021
Lamproderma arcyrioides,61.271172,8.052157,2021-06-04T00:00:00,4,6,2021
Lamproderma arcyrioides,61.271168,8.049363,2021-06-04T00:00:00,4,6,2021
Lamproderma arcyrioides,61.270849,7.962792,2021-06-03T00:00:00,3,6,2021
Lamproderma ovoideum,61.270849,7.962523,2021-06-03T00:00:00,3,6,2021
Lamproderma splendens,61.271125,8.049435,2021-06-04T00:00:00,4,6,2021
Lamproderma ovoideum,69.510201,20.626388,2021-06-05T00:00:00,5,6,2021
Lamproderma pseudomaculatum,69.506773,20.623414,2021-06-05T00:00:00,5,6,2021
Lamproderma ovoideum,69.510207,20.626415,2021-06-05T00:00:00,5,6,2021
Lamproderma arcyrioides,60.902814,11.310921,2021-05-14T00:00:00,14,5,2021
Lamproderma pseudomaculatum,69.510226,20.626298,2021-06-05T00:00:00,5,6,2021
Lamproderma ovoideum,69.510295,20.626433,2021-06-04T00:00:00,4,6,2021
Lamproderma aeneum,61.014538,11.185049,2021-05-18T00:00:00,18,5,2021
Lamproderma ovoideum,69.510286,20.626406,2021-06-04T00:00:00,4,6,2021
Lamproderma ovoideum,69.510298,20.626397,2021-06-04T00:00:00,4,6,2021
Lamproderma aeneum,61.015103,11.185031,2021-05-18T00:00:00,18,5,2021
Lamproderma ovoideum,61.216175,12.049345,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.007189,11.175258,2021-05-21T00:00:00,21,5,2021
Lamproderma ovoideum,61.248461,11.987425,2021-05-16T00:00:00,16,5,2021
Lamproderma arcyrioides,61.007145,11.17568,2021-05-21T00:00:00,21,5,2021
Lamproderma aeneum,61.271319,7.966296,2021-06-03T00:00:00,3,6,2021
Lamproderma arcyrioides,60.906575,11.31173,2021-05-11T00:00:00,11,5,2021
Lamproderma arcyrioides,60.902264,11.314425,2021-05-14T00:00:00,14,5,2021
Lamproderma ovoideum,61.248452,11.987353,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.172445,12.002813,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.17241,12.002777,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.153333,11.983113,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.248418,11.986975,2021-05-16T00:00:00,16,5,2021
Lamproderma arcyrioides,60.902316,11.314317,2021-05-14T00:00:00,14,5,2021
Lamproderma arcyrioides,61.271803,7.966871,2021-06-03T00:00:00,3,6,2021
Lamproderma ovoideum,61.468512,11.987613,2021-05-23T00:00:00,23,5,2021
Lamproderma ovoideum,61.272502,7.9675,2021-06-03T00:00:00,3,6,2021
Lamproderma arcyrioides,61.014777,11.185139,2021-05-18T00:00:00,18,5,2021
Lamproderma ovoideum,61.21614,12.049211,2021-05-16T00:00:00,16,5,2021
Lamproderma arcyrioides,60.961769,11.169823,2021-05-18T00:00:00,18,5,2021
Lamproderma ovoideum,61.248439,11.9872,2021-05-16T00:00:00,16,5,2021
Lamproderma arcyrioides,60.893176,11.201794,2021-05-01T00:00:00,1,5,2021
Lamproderma arcyrioides,61.271319,7.966296,2021-06-03T00:00:00,3,6,2021
Lamproderma ovoideum,61.172518,12.002786,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.153376,11.983095,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.172484,12.002741,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.153359,11.983059,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.015186,11.185004,2021-05-18T00:00:00,18,5,2021
Lamproderma ovoideum,61.248469,11.987838,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.248387,11.986679,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.216184,12.04931,2021-05-16T00:00:00,16,5,2021
Lamproderma sauteri,61.271319,7.966296,2021-06-03T00:00:00,3,6,2021
Lamproderma arcyrioides,60.905427,11.312179,2021-05-14T00:00:00,14,5,2021
Lamproderma ovoideum,61.248422,11.987056,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.2484,11.986832,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.172436,12.002534,2021-05-16T00:00:00,16,5,2021
Lamproderma arcyrioides,60.891843,11.198659,2021-04-29T00:00:00,29,4,2021
Lamproderma ovoideum,61.153272,11.983032,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.216106,12.049139,2021-05-16T00:00:00,16,5,2021
Lamproderma arcyrioides,60.902233,11.314479,2021-05-14T00:00:00,14,5,2021
Lamproderma ovoideum,61.172553,12.002822,2021-05-16T00:00:00,16,5,2021
Lamproderma arcyrioides,60.893124,11.201219,2021-05-01T00:00:00,1,5,2021
Lamproderma ovoideum,61.272502,7.9675,2021-06-03T00:00:00,3,6,2021
Lamproderma ovoideum,61.17257,12.002849,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.17238,12.002471,2021-05-16T00:00:00,16,5,2021
Lamproderma arcyrioides,60.905383,11.312161,2021-05-14T00:00:00,14,5,2021
Lamproderma ovoideum,61.216088,12.049094,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.248379,11.986598,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.172393,12.00275,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.248409,11.986904,2021-05-16T00:00:00,16,5,2021
Lamproderma arcyrioides,60.904321,11.312727,2021-05-14T00:00:00,14,5,2021
Lamproderma ovoideum,61.216158,12.049256,2021-05-16T00:00:00,16,5,2021
Lamproderma arcyrioides,60.905689,11.31146,2021-05-02T00:00:00,2,5,2021
Lamproderma ovoideum,61.045843,11.885304,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.248431,11.987128,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.153302,11.983185,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.216075,12.049058,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.172466,12.002723,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.248396,11.986751,2021-05-16T00:00:00,16,5,2021
Lamproderma arcyrioides,60.893106,11.201237,2021-05-01T00:00:00,1,5,2021
Lamproderma arcyrioides,60.893141,11.201363,2021-05-01T00:00:00,1,5,2021
Lamproderma ovoideum,61.272502,7.9675,2021-06-03T00:00:00,3,6,2021
Lamproderma arcyrioides,60.904234,11.312062,2021-05-14T00:00:00,14,5,2021
Lamproderma ovoideum,61.248444,11.987281,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.216123,12.049265,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.216175,12.049292,2021-05-16T00:00:00,16,5,2021
Lamproderma arcyrioides,60.161946,10.817225,2021-05-30T00:00:00,30,5,2021
Lamproderma arcyrioides,60.904448,11.3127,2021-05-14T00:00:00,14,5,2021
Lamproderma arcyrioides,60.902212,11.314362,2021-05-14T00:00:00,14,5,2021
Lamproderma arcyrioides,61.007158,11.175383,2021-05-21T00:00:00,21,5,2021
Lamproderma arcyrioides,61.01486,11.185013,2021-05-18T00:00:00,18,5,2021
Lamproderma arcyrioides,61.007232,11.17533,2021-05-21T00:00:00,21,5,2021
Lamproderma ovoideum,61.248469,11.987505,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.403736,12.154053,2021-05-23T00:00:00,23,5,2021
Lamproderma ovoideum,61.172501,12.002768,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,61.172536,12.002804,2021-05-16T00:00:00,16,5,2021
Lamproderma ovoideum,60.891183,11.198389,2021-04-18T00:00:00,18,4,2021
Lamproderma ovoideum,60.89509,11.205019,2021-05-01T00:00:00,1,5,2021
Lamproderma arcyrioides,60.891044,11.198865,2021-04-18T00:00:00,18,4,2021
Lamproderma ovoideum,60.891044,11.198865,2021-04-18T00:00:00,18,4,2021
Lamproderma sauteri,45.886111,6.755556,2016-04-21T00:00:00,21,4,2016
Lamproderma splendens,45.891389,6.743611,2008-05-23T00:00:00,23,5,2008
Lamproderma arcyrioides,60.449596,9.677317,2021-05-30T00:00:00,30,5,2021
Lamproderma arcyrioides,60.318863,9.493396,2021-05-31T00:00:00,31,5,2021
Lamproderma arcyrioides,60.318952,9.493755,2021-05-31T00:00:00,31,5,2021
Lamproderma arcyrioides,60.456414,9.563105,2021-05-29T00:00:00,29,5,2021
Lamproderma ovoideum,61.0536,11.939607,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.01486,11.184978,2021-05-18T00:00:00,18,5,2021
Lamproderma ovoideum,60.961738,11.169877,2021-05-18T00:00:00,18,5,2021
Lamproderma ovoideum,61.014703,11.18478,2021-05-18T00:00:00,18,5,2021
Lamproderma ovoideum,61.059047,11.947396,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.059052,11.947485,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.059052,11.947503,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.059047,11.94736,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.059047,11.947414,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.053548,11.939455,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.053596,11.939473,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.053574,11.939544,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.014625,11.184681,2021-05-18T00:00:00,18,5,2021
Lamproderma ovoideum,61.059047,11.947378,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.059052,11.947468,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,60.895038,11.204866,2021-05-01T00:00:00,1,5,2021
Lamproderma arcyrioides,61.245358,11.757941,2021-05-08T00:00:00,8,5,2021
Lamproderma arcyrioides,60.891494,11.198749,2021-04-18T00:00:00,18,4,2021
Lamproderma ovoideum,60.961703,11.169895,2021-05-18T00:00:00,18,5,2021
Lamproderma ovoideum,61.059052,11.94745,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.053557,11.939526,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.059056,11.947432,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.059039,11.947306,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.059061,11.947521,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.059039,11.947324,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.053583,11.93958,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,60.895073,11.205055,2021-05-01T00:00:00,1,5,2021
Lamproderma ovoideum,61.059039,11.947342,2021-05-08T00:00:00,8,5,2021
Lamproderma ovoideum,61.014781,11.184879,2021-05-18T00:00:00,18,5,2021
Lamproderma pseudomaculatum,54.81389,83.10806,2019-04-28T00:00:00,28,4,2019
Lamproderma sauteri,46.87965,6.48751,2018-04-29T00:00:00,29,4,2018
Lamproderma sauteri,46.88226,7.99621,2012-04-03T00:00:00,3,4,2012
Lamproderma arcyrioides,46.9278,7.86537,2012-07-27T00:00:00,27,7,2012
Lamproderma sauteri,47.18615,9.12098,2018-04-21T00:00:00,21,4,2018
Lamproderma ovoideum,46.57504,10.40703,2013-06-30T00:00:00,30,6,2013
Lamproderma sauteri,46.97278,7.86573,2012-03-25T00:00:00,25,3,2012
Lamproderma arcyrioides,47.46105,8.73174,2005-10-29T00:00:00,29,10,2005
Lamproderma splendens,46.47434,8.44776,1996-06-01T00:00:00,1,6,1996
Lamproderma ovoideum,46.47434,8.44776,1996-06-01T00:00:00,1,6,1996
Lamproderma arcyrioides,46.15456,5.98235,1993-03-27T00:00:00,27,3,1993
Lamproderma arcyrioides,46.20035,6.04591,1990-11-17T00:00:00,17,11,1990
Lamproderma sauteri,47.01512,8.3264,1978-06-05T00:00:00,5,6,1978
Lamproderma splendens,46.56093,8.77544,1994-06-10T00:00:00,10,6,1994
Lamproderma sauteri,46.38875,7.60114,2010-06-27T00:00:00,27,6,2010
Lamproderma sauteri,46.47099,8.77322,1998-04-01T00:00:00,1,4,1998
Lamproderma sauteri,46.54781,9.62282,2000-06-03T00:00:00,3,6,2000
Lamproderma splendens,46.56093,8.77544,1994-06-10T00:00:00,10,6,1994
Lamproderma ovoideum,46.47434,8.44776,1996-05-31T00:00:00,31,5,1996
Lamproderma arcyrioides,37.6975,-6.58403,2015-01-10T00:00:00,10,1,2015
Lamproderma pseudomaculatum,37.73049,-3.43124,2018-05-15T00:00:00,15,5,2018
Lamproderma sauteri,37.19877,-3.40566,2018-05-14T00:00:00,14,5,2018
Lamproderma sauteri,69.23233662,20.65749474,1992-08-17T00:00:00,17,8,1992
Lamproderma arcyrioides,57.895584,14.949781,2021-01-12T00:00:00,12,1,2021
Lamproderma arcyrioides,58.2811,22.12785,2013-11-24T00:00:00,24,11,2013
Lamproderma pseudomaculatum,49.597188,36.315605,2019-03-29T00:00:00,29,3,2019
Lamproderma pseudomaculatum,49.594271,36.305153,2019-04-02T00:00:00,2,4,2019
Lamproderma arcyrioides,58.2811,22.12785,2013-11-24T00:00:00,24,11,2013
Lamproderma pseudomaculatum,50.0793,35.2694,2017-03-02T00:00:00,2,3,2017
Lamproderma pseudomaculatum,49.59718,36.3156,2019-03-26T00:00:00,26,3,2019
Lamproderma arcyrioides,55.802981,12.319393,2020-12-13T00:00:00,13,12,2020
Lamproderma arcyrioides,58.378215,15.609558,2020-10-31T00:00:00,31,10,2020
Lamproderma sauteri,63.59141828,11.92111743,1975-06-12T00:00:00,12,6,1975
Lamproderma sauteri,66.40236298,14.66268062,1974-06-06T00:00:00,6,6,1974
Lamproderma sauteri,60.2451,10.6212,1967-05-15T00:00:00,15,5,1967
Lamproderma sauteri,60.3164,10.9877,1981-05-23T00:00:00,23,5,1981
Lamproderma sauteri,60.8908,10.5516,1884-06-18T00:00:00,18,6,1884
Lamproderma arcyrioides,59.8819,10.4085,1975-05-08T00:00:00,8,5,1975
Lamproderma sauteri,59.4501,10.3519,1986-05-03T00:00:00,3,5,1986
Lamproderma sauteri,59.1848,10.4141,1985-05-13T00:00:00,13,5,1985
Lamproderma sauteri,58.4125,8.4086,1977-05-22T00:00:00,22,5,1977
Lamproderma sauteri,60.9821,10.3836,1975-05-25T00:00:00,25,5,1975
Lamproderma sauteri,59.2849,10.4153,1984-05-30T00:00:00,30,5,1984
Lamproderma sauteri,59.4015,10.0859,2009-05-04T00:00:00,4,5,2009
Lamproderma sauteri,61.987,9.2558,1841-01-01T00:00:00,,,1841
Lamproderma arcyrioides,59.9375,10.6536,1881-09-22T00:00:00,22,9,1881
Lamproderma sauteri,60.2959,11.0625,1981-05-23T00:00:00,23,5,1981
Lamproderma sauteri,59.9065,10.4634,1827-05-01T00:00:00,,5,1827
Lamproderma arcyrioides,59.9315,10.6998,,,,
Lamproderma arcyrioides,62.2079,9.6248,1979-08-25T00:00:00,25,8,1979
Lamproderma sauteri,59.8536,10.4075,1974-04-21T00:00:00,21,4,1974
Lamproderma splendens,50.687507,10.708339,2000-04-05T00:00:00,5,4,2000
Lamproderma ovoideum,50.49,11.061111,1995-04-24T00:00:00,24,4,1995
Lamproderma ovoideum,50.523822,11.04035,2000-03-11T00:00:00,11,3,2000
Lamproderma ovoideum,47.599998,12.183333,1960-04-15T00:00:00,15,4,1960
Lamproderma arcyrioides,47.581944,10.561389,1951-06-16T00:00:00,16,6,1951
Lamproderma arcyrioides,52.154724,9.952778,1936-05-27T00:00:00,27,5,1936
Lamproderma sauteri,47.966946,11.258611,1948-11-12T00:00:00,12,11,1948
Lamproderma sauteri,47.727222,10.319722,1963-06-16T00:00:00,16,6,1963
Lamproderma splendens,50.49,11.061111,1997-03-13T00:00:00,13,3,1997
Lamproderma splendens,51.293889,11.250278,2000-04-07T00:00:00,7,4,2000
Lamproderma splendens,49.124022,13.123425,1997-04-29T00:00:00,29,4,1997
Lamproderma sauteri,47.581944,10.561389,1951-06-22T00:00:00,22,6,1951
Lamproderma sauteri,47.474123,11.04045,2001-05-04T00:00:00,4,5,2001
Lamproderma ovoideum,50.49,11.061111,1995-04-24T00:00:00,24,4,1995
Lamproderma splendens,47.574123,11.12375,2000-05-16T00:00:00,16,5,2000
Lamproderma splendens,50.473822,11.12365,2005-04-21T00:00:00,21,4,2005
Lamproderma ovoideum,50.687507,10.708339,2000-04-05T00:00:00,5,4,2000
Lamproderma splendens,47.574123,11.12375,2000-05-15T00:00:00,15,5,2000
Lamproderma ovoideum,50.687507,10.708339,2000-04-05T00:00:00,5,4,2000
Lamproderma arcyrioides,50.573822,11.206975,2006-07-10T00:00:00,10,7,2006
Lamproderma sauteri,47.474123,11.04045,2001-05-04T00:00:00,4,5,2001
Lamproderma splendens,50.687507,10.708339,2000-04-05T00:00:00,5,4,2000
Lamproderma splendens,50.49,11.061111,1997-03-13T00:00:00,13,3,1997
Lamproderma ovoideum,51.293889,11.250278,2000-04-07T00:00:00,7,4,2000
Lamproderma splendens,50.687507,10.708339,2000-04-05T00:00:00,5,4,2000
Lamproderma splendens,50.687507,10.708339,2002-04-11T00:00:00,11,4,2002
Lamproderma splendens,50.49,11.061111,2005-04-11T00:00:00,11,4,2005
Lamproderma splendens,50.573822,11.206975,2006-03-29T00:00:00,29,3,2006
Lamproderma sauteri,47.685555,11.576389,1927-05-08T00:00:00,8,5,1927
Lamproderma splendens,47.424123,11.290425,2000-06-30T00:00:00,30,6,2000
Lamproderma sauteri,47.474123,11.04045,2001-05-04T00:00:00,4,5,2001
Lamproderma splendens,50.49,11.061111,2005-04-11T00:00:00,11,4,2005
Lamproderma ovoideum,51.293889,11.250278,2000-04-07T00:00:00,7,4,2000
Lamproderma sauteri,47.5,13,1982-06-02T00:00:00,2,6,1982
Lamproderma ovoideum,50.523822,11.04035,2000-03-11T00:00:00,11,3,2000
Lamproderma sauteri,47.333332,7.25,1913-04-01T00:00:00,,4,1913
Lamproderma splendens,50.687507,10.708339,2000-04-05T00:00:00,5,4,2000
Lamproderma ovoideum,50.523822,11.04035,2000-03-11T00:00:00,11,3,2000
Lamproderma arcyrioides,50.925007,10.29165,2004-07-04T00:00:00,4,7,2004
Lamproderma ovoideum,47.474123,11.04045,2001-05-04T00:00:00,4,5,2001
Lamproderma ovoideum,47.5,13,1963-04-21T00:00:00,21,4,1963
Lamproderma splendens,50.49,11.061111,2005-04-20T00:00:00,20,4,2005
Lamproderma sauteri,47.474123,11.04045,2001-05-04T00:00:00,4,5,2001
Lamproderma splendens,50.687507,10.708339,2000-04-18T00:00:00,18,4,2000
Lamproderma splendens,50.49,11.061111,2005-04-11T00:00:00,11,4,2005
Lamproderma aeneum,47.424123,11.290425,2000-06-30T00:00:00,30,6,2000
Lamproderma splendens,47.574123,11.12375,2000-05-16T00:00:00,16,5,2000
Lamproderma arcyrioides,51.341946,12.376111,1867-10-01T00:00:00,,10,1867
Lamproderma arcyrioides,47.25,9.916667,1952-05-04T00:00:00,4,5,1952
Lamproderma aeneum,47.566667,10.233333,2006-05-10T00:00:00,10,5,2006
Lamproderma ovoideum,50.49,11.061111,1995-04-24T00:00:00,24,4,1995
Lamproderma aeneum,50.573822,11.290325,2006-04-06T00:00:00,6,4,2006
Lamproderma aeneum,47.424123,11.290425,2000-06-30T00:00:00,30,6,2000
Lamproderma arcyrioides,51.466667,5.666667,1998-11-07T00:00:00,7,11,1998
Lamproderma splendens,49.124022,13.123425,1997-04-29T00:00:00,29,4,1997
Lamproderma ovoideum,51.293889,11.250278,2000-04-07T00:00:00,7,4,2000
Lamproderma splendens,50.473822,11.12365,2005-04-21T00:00:00,21,4,2005
Lamproderma arcyrioides,52.375556,9.740278,1908-06-01T00:00:00,,6,1908
Lamproderma aeneum,47.566667,10.233333,2006-05-10T00:00:00,10,5,2006
Lamproderma ovoideum,47.574123,11.12375,2000-05-15T00:00:00,15,5,2000
Lamproderma aeneum,47.524123,11.04045,2001-05-03T00:00:00,3,5,2001
Lamproderma splendens,50.49,11.061111,1997-03-13T00:00:00,13,3,1997
Lamproderma ovoideum,51.293889,11.250278,2000-04-07T00:00:00,7,4,2000
Lamproderma sauteri,47.474123,11.04045,2001-05-04T00:00:00,4,5,2001
Lamproderma splendens,47.574123,11.12375,2000-05-16T00:00:00,16,5,2000
Lamproderma splendens,51.293888,11.250278,1997-04-11T00:00:00,11,4,1997
Lamproderma splendens,48.183333,1.4,1998-05-23T00:00:00,23,5,1998
Lamproderma sauteri,47.366665,10.833333,1962-05-04T00:00:00,4,5,1962
Lamproderma ovoideum,50.687507,10.708339,2000-04-05T00:00:00,5,4,2000
Lamproderma splendens,47.566667,10.233333,2006-05-10T00:00:00,10,5,2006
Lamproderma ovoideum,47.685555,11.576389,1964-05-19T00:00:00,19,5,1964
Lamproderma ovoideum,47.574123,11.12375,2000-05-15T00:00:00,15,5,2000
Lamproderma splendens,50.49,11.061111,2005-04-11T00:00:00,11,4,2005
Lamproderma splendens,50.49,11.061111,2005-04-11T00:00:00,11,4,2005
Lamproderma splendens,49.124022,13.123425,1997-04-29T00:00:00,29,4,1997
Lamproderma ovoideum,50.523822,11.04035,2000-03-11T00:00:00,11,3,2000
Lamproderma ovoideum,50.523822,11.04035,2000-03-11T00:00:00,11,3,2000
Lamproderma sauteri,47.581944,10.561389,1951-06-22T00:00:00,22,6,1951
Lamproderma splendens,47.574123,11.12375,2000-05-15T00:00:00,15,5,2000
Lamproderma ovoideum,50.687507,10.708339,2000-04-05T00:00:00,5,4,2000
Lamproderma ovoideum,47.566667,10.233333,2006-05-10T00:00:00,10,5,2006
Lamproderma splendens,50.687507,10.708339,2000-04-18T00:00:00,18,4,2000
Lamproderma ovoideum,50.523822,11.04035,2000-03-11T00:00:00,11,3,2000
Lamproderma sauteri,47.574123,11.12375,2000-05-16T00:00:00,16,5,2000
Lamproderma sauteri,47.474123,11.04045,2001-05-04T00:00:00,4,5,2001
Lamproderma splendens,47.474123,11.04045,2001-05-04T00:00:00,4,5,2001
Lamproderma arcyrioides,51.466667,5.666667,1998-11-07T00:00:00,7,11,1998
Lamproderma ovoideum,47.474123,11.04045,2001-05-04T00:00:00,4,5,2001
Lamproderma ovoideum,51.293889,11.250278,2000-04-07T00:00:00,7,4,2000
Lamproderma arcyrioides,50.799999,15.083333,,,,
Lamproderma splendens,51.293889,11.250278,1997-04-11T00:00:00,11,4,1997
Lamproderma aeneum,50.630278,11.303333,2006-03-28T00:00:00,28,3,2006
Lamproderma sauteri,47.474123,11.04045,2001-05-04T00:00:00,4,5,2001
Lamproderma sauteri,47.333332,7.25,1912-05-01T00:00:00,,5,1912
Lamproderma splendens,50.49,11.061111,1997-03-13T00:00:00,13,3,1997
Lamproderma sauteri,47.727222,10.319722,1963-06-05T00:00:00,5,6,1963
Lamproderma sauteri,47.474123,11.04045,2001-05-04T00:00:00,4,5,2001
Lamproderma ovoideum,44.3,7.166667,2006-05-07T00:00:00,7,5,2006
Lamproderma ovoideum,47.566667,10.233333,2006-05-10T00:00:00,10,5,2006
Lamproderma ovoideum,50.687507,10.708339,2000-04-05T00:00:00,5,4,2000
Lamproderma splendens,50.687507,10.708339,2000-04-05T00:00:00,5,4,2000
Lamproderma arcyrioides,51.341946,12.376111,1867-10-01T00:00:00,,10,1867
Lamproderma splendens,50.490556,11.179722,2005-04-05T00:00:00,5,4,2005
Lamproderma sauteri,47.5,13,1982-05-17T00:00:00,17,5,1982
Lamproderma ovoideum,47.25,10.5,1963-07-13T00:00:00,13,7,1963
Lamproderma arcyrioides,58.378215,15.609558,2020-10-27T00:00:00,27,10,2020
Lamproderma arcyrioides,64.228157,21.067802,2020-09-18T00:00:00,18,9,2020
Lamproderma arcyrioides,52.98534,0.009536,1964-01-01T00:00:00,,,1964
Lamproderma arcyrioides,53.810692,-1.621822,1979-05-21T00:00:00,21,5,1979
Lamproderma sauteri,57.126069,-3.570819,1997-05-26T00:00:00,26,5,1997
Lamproderma arcyrioides,52.542741,-0.453149,1838-01-01T00:00:00,,,1838
Lamproderma sauteri,57.126069,-3.570819,1997-05-27T00:00:00,27,5,1997
Lamproderma arcyrioides,54.523169,-0.688263,1911-09-23T00:00:00,23,9,1911
Lamproderma arcyrioides,51.095982,0.069354,1960-01-01T00:00:00,,,1960
Lamproderma arcyrioides,51.833407,-2.219089,1994-04-24T00:00:00,24,4,1994
Lamproderma arcyrioides,53.360723,-1.475554,1956-09-01T00:00:00,,9,1956
Lamproderma arcyrioides,52.19212,-2.513427,1996-04-03T00:00:00,3,4,1996
Lamproderma arcyrioides,52.188154,-0.904338,1990-01-28T00:00:00,28,1,1990
Lamproderma arcyrioides,57.123892,-3.735914,1912-09-14T00:00:00,14,9,1912
Lamproderma arcyrioides,51.192614,-3.647091,1920-09-01T00:00:00,,9,1920
Lamproderma arcyrioides,52.193038,-1.781981,1974-01-02T00:00:00,2,1,1974
Lamproderma arcyrioides,51.632398,-4.240976,1915-09-01T00:00:00,,9,1915
Lamproderma arcyrioides,53.077607,-0.135465,1906-11-01T00:00:00,,11,1906
Lamproderma arcyrioides,51.095982,0.069354,1970-09-04T00:00:00,4,9,1970
Lamproderma arcyrioides,52.448669,-0.162141,1974-09-10T00:00:00,10,9,1974
Lamproderma sauteri,57.126069,-3.570819,1997-05-27T00:00:00,27,5,1997
Lamproderma sauteri,57.123892,-3.735914,1997-05-27T00:00:00,27,5,1997
Lamproderma arcyrioides,51.372422,-0.349238,1999-05-24T00:00:00,24,5,1999
Lamproderma arcyrioides,53.533075,-0.568175,1925-02-01T00:00:00,,2,1925
Lamproderma arcyrioides,52.193038,-1.781981,1973-01-02T00:00:00,2,1,1973
Lamproderma arcyrioides,52.28294,-1.781541,1973-07-02T00:00:00,2,7,1973
Lamproderma arcyrioides,52.158824,0.849361,1974-09-09T00:00:00,9,9,1974
Lamproderma arcyrioides,51.832508,-2.509326,1981-05-24T00:00:00,24,5,1981
Lamproderma arcyrioides,53.721383,-2.077249,1891-01-01T00:00:00,,,1891
Lamproderma arcyrioides,53.810692,-1.621822,1978-05-20T00:00:00,20,5,1978
Lamproderma arcyrioides,53.263138,-6.277318,1920-10-01T00:00:00,,10,1920
Lamproderma arcyrioides,51.635066,-4.096595,1994-09-17T00:00:00,17,9,1994
Lamproderma arcyrioides,51.372422,-0.349238,1998-05-24T00:00:00,24,5,1998
Lamproderma arcyrioides,52.462922,-1.927836,1977-05-07T00:00:00,7,5,1977
Lamproderma arcyrioides,56.766871,-3.555782,1968-08-24T00:00:00,24,8,1968
Lamproderma sauteri,57.111647,-3.644518,1997-05-27T00:00:00,27,5,1997
Lamproderma sauteri,57.102668,-3.64412,1997-05-27T00:00:00,27,5,1997
Lamproderma arcyrioides,57.136782,-3.77783,1912-09-15T00:00:00,15,9,1912
Lamproderma sauteri,57.10245,-3.660619,1997-05-27T00:00:00,27,5,1997
Lamproderma sauteri,57.129606,-3.645314,1997-05-26T00:00:00,26,5,1997
Lamproderma arcyrioides,56.744522,-3.546682,1968-08-25T00:00:00,25,8,1968
Lamproderma arcyrioides,51.635066,-4.096595,2011-11-19T00:00:00,19,11,2011
